"bin_all","n","single_prob","double_prob","triple_prob","home_run_prob","out_prob"
"29.08",1,0,0,0,0,1
"29.09",1,1,0,0,0,0
"29.1",1,0,0,0,0,1
"29.12",11,0.181818181818182,0,0,0.636363636363636,0.181818181818182
"29.13",25,0,0.04,0,0.88,0.08
"29.14",20,0,0,0,1,0
"29.15",12,0,0.0833333333333333,0,0.833333333333333,0.0833333333333333
"29.16",5,0.2,0,0,0.8,0
"29.17",4,0,0,0,1,0
"29.18",2,0,0,0,0,1
"29.19",3,0,0,0,0,1
"29.2",1,0,0,0,0,1
"29.21",2,0,0,0,0,1
"4.11",1,0,0,0,0,1
"4.12",9,0,0,0,1,0
"4.13",34,0,0,0,1,0
"4.14",32,0,0,0,1,0
"4.15",14,0,0,0,1,0
"4.16",9,0,0,0,1,0
"4.17",6,0,0,0,1,0
"4.2",1,0,0,0,1,0
"5.11",8,0,0.25,0,0.625,0.125
"5.12",94,0,0,0.0106382978723404,0.978723404255319,0.0106382978723404
"5.13",206,0,0.00485436893203883,0,0.990291262135922,0.00485436893203883
"5.14",182,0,0,0,1,0
"5.15",128,0,0.015625,0,0.984375,0
"5.16",49,0,0,0,1,0
"5.17",28,0.0357142857142857,0,0,0.928571428571429,0.0357142857142857
"5.18",5,0,0,0,1,0
"5.19",2,0.5,0,0,0.5,0
"5.2",1,0,0,0,1,0
"5.21",1,0,0,0,1,0
"6.09",2,0,0,0,0,1
"6.1",27,0,0.444444444444444,0,0.037037037037037,0.518518518518518
"6.11",142,0.0211267605633803,0.683098591549296,0.00704225352112676,0.140845070422535,0.147887323943662
"6.12",325,0.0184615384615385,0.255384615384615,0.00307692307692308,0.670769230769231,0.0523076923076923
"6.13",428,0.0116822429906542,0.0467289719626168,0.00233644859813084,0.91588785046729,0.0233644859813084
"6.14",385,0.0025974025974026,0.0103896103896104,0,0.984415584415584,0.0025974025974026
"6.15",244,0,0.00409836065573771,0,0.995901639344262,0
"6.16",144,0.00694444444444444,0,0,0.993055555555556,0
"6.17",54,0.037037037037037,0,0,0.962962962962963,0
"6.18",14,0.0714285714285714,0,0,0.928571428571429,0
"6.19",6,0.166666666666667,0,0,0.666666666666667,0.166666666666667
"6.2",1,1,0,0,0,0
"6.21",1,0,0,0,0,1
"7.05",1,0,0,0,0,1
"7.08",11,0,0.272727272727273,0,0,0.727272727272727
"7.09",76,0.0131578947368421,0.157894736842105,0,0,0.828947368421053
"7.1",322,0.0217391304347826,0.618012422360248,0.0093167701863354,0.0031055900621118,0.347826086956522
"7.11",1300,0.0169230769230769,0.762307692307692,0.0261538461538462,0.0176923076923077,0.176923076923077
"7.12",752,0.0252659574468085,0.526595744680851,0.0146276595744681,0.152925531914894,0.280585106382979
"7.13",544,0.0294117647058824,0.301470588235294,0.00735294117647059,0.483455882352941,0.178308823529412
"7.14",551,0.0181488203266788,0.0598911070780399,0.00725952813067151,0.894736842105263,0.0199637023593466
"7.15",508,0.00196850393700787,0.00590551181102362,0,0.990157480314961,0.00196850393700787
"7.16",310,0.0032258064516129,0,0,0.993548387096774,0.0032258064516129
"7.17",142,0.0140845070422535,0,0,0.97887323943662,0.00704225352112676
"7.18",41,0.0487804878048781,0,0,0.951219512195122,0
"7.19",16,0.1875,0,0,0.8125,0
"7.2",3,0.666666666666667,0,0,0.333333333333333,0
"8.06",1,0,0,0,0,1
"8.07",15,0,0.0666666666666667,0,0,0.933333333333333
"8.08",139,0.0287769784172662,0.244604316546763,0.00719424460431655,0,0.719424460431655
"8.09",424,0.0212264150943396,0.554245283018868,0.00707547169811321,0,0.417452830188679
"8.1",1401,0.0356887937187723,0.670949321912919,0.012847965738758,0.000713775874375446,0.279800142755175
"8.11",1637,0.0433720219914478,0.629810629199756,0.0128283445326817,0,0.313989004276115
"8.12",1143,0.0411198600174978,0.447069116360455,0.010498687664042,0.0166229221347332,0.484689413823272
"8.13",845,0.0343195266272189,0.30887573964497,0.0118343195266272,0.131360946745562,0.513609467455621
"8.14",714,0.0392156862745098,0.201680672268908,0.0112044817927171,0.478991596638655,0.26890756302521
"8.15",629,0.0174880763116057,0.0540540540540541,0.00317965023847377,0.890302066772655,0.0349761526232114
"8.16",471,0.00849256900212314,0.00849256900212314,0,0.980891719745223,0.00212314225053079
"8.17",270,0.00740740740740741,0,0,0.988888888888889,0.0037037037037037
"8.18",110,0.00909090909090909,0,0,0.990909090909091,0
"8.19",19,0,0,0,1,0
"8.2",6,0,0,0,0.833333333333333,0.166666666666667
"9.05",1,0,0,0,0,1
"9.06",21,0,0.0952380952380952,0,0,0.904761904761905
"9.07",185,0.00540540540540541,0.178378378378378,0,0,0.816216216216216
"9.08",469,0.0490405117270789,0.518123667377399,0.00213219616204691,0,0.430703624733475
"9.09",1365,0.101098901098901,0.60952380952381,0.010989010989011,0.000732600732600733,0.277655677655678
"9.1",1692,0.121749408983452,0.525413711583924,0.00709219858156028,0,0.345744680851064
"9.11",1518,0.120553359683794,0.342555994729908,0.00263504611330698,0,0.534255599472991
"9.12",1277,0.0892717306186374,0.212999216914644,0.00391542678151919,0.00234925606891151,0.691464369616288
"9.13",1095,0.0484018264840183,0.20365296803653,0.00365296803652968,0.0273972602739726,0.71689497716895
"9.14",961,0.0249739854318418,0.228928199791883,0.00416233090530697,0.101977107180021,0.639958376690947
"9.15",673,0.0282317979197623,0.213967310549777,0.0133729569093611,0.456166419019316,0.288261515601783
"9.16",596,0.00671140939597315,0.0620805369127517,0.00503355704697987,0.897651006711409,0.0285234899328859
"9.17",409,0.00488997555012225,0,0,0.995110024449878,0
"9.18",189,0,0,0,0.994708994708995,0.00529100529100529
"9.19",65,0,0,0,0.969230769230769,0.0307692307692308
"9.2",12,0.0833333333333333,0,0,0.75,0.166666666666667
"9.21",2,0,0,0,1,0
